,start_location,end_location
1796,"(27932.529280287243, 27031.552235506155)","(28008.850987031998, 27019.132138833782)"
1797,"(28008.850987031998, 27019.132138833782)","(27891.075623488985, 26611.36557180519)"
1798,"(27891.075623488985, 26611.36557180519)","(27488.640400262797, 26431.356579120475)"
1799,"(27488.640400262797, 26431.356579120475)","(27231.676378326636, 26273.86389614016)"
1800,"(27231.676378326636, 26273.86389614016)","(27623.1451881564, 25604.242848984053)"
1801,"(27623.1451881564, 25604.242848984053)","(27561.09283934781, 25499.407182473427)"
1802,"(27561.09283934781, 25499.407182473427)","(27686.234449859243, 25454.877247918368)"
1803,"(27932.529280287243, 27031.552235506155)","(28566.52816187017, 26792.86955886238)"
1804,"(28566.52816187017, 26792.86955886238)","(28632.680310919823, 26799.163337353937)"
1805,"(28632.680310919823, 26799.163337353937)","(28642.340883475146, 26984.394003578782)"
1806,"(28642.340883475146, 26984.394003578782)","(28732.095156679075, 27031.099393793935)"
1807,"(28732.095156679075, 27031.099393793935)","(28760.347110329574, 26936.88969886492)"
1808,"(28760.347110329574, 26936.88969886492)","(28756.61449283836, 26876.123418665113)"
1809,"(28756.61449283836, 26876.123418665113)","(29258.51118444017, 26721.59924294529)"
1810,"(29258.51118444017, 26721.59924294529)","(29317.074014820304, 26573.592257817305)"
1811,"(29317.074014820304, 26573.592257817305)","(29651.50227782721, 26576.070566910465)"
1812,"(29651.50227782721, 26576.070566910465)","(29834.542044639762, 26593.245414742414)"
1813,"(29834.542044639762, 26593.245414742414)","(29858.16358193013, 26684.145825193584)"
1814,"(29858.16358193013, 26684.145825193584)","(29888.411011096934, 26672.549184564705)"
1815,"(27932.529280287243, 27031.552235506155)","(28008.850987031998, 27019.132138833782)"
1816,"(28008.850987031998, 27019.132138833782)","(27891.075623488985, 26611.36557180519)"
1817,"(27891.075623488985, 26611.36557180519)","(27488.640400262797, 26431.356579120475)"
1818,"(27488.640400262797, 26431.356579120475)","(27231.676378326636, 26273.86389614016)"
1819,"(27231.676378326636, 26273.86389614016)","(27623.1451881564, 25604.242848984053)"
1820,"(27623.1451881564, 25604.242848984053)","(27561.09283934781, 25499.407182473427)"
1821,"(27561.09283934781, 25499.407182473427)","(27612.93649026417, 25478.234567791253)"
1822,"(27980.252853129845, 27136.69117751575)","(27967.47405536179, 27193.901497007144)"
1823,"(27967.47405536179, 27193.901497007144)","(28137.654625423776, 27245.303740984906)"
1824,"(28137.654625423776, 27245.303740984906)","(28244.3013375031, 26622.819853842346)"
1825,"(28244.3013375031, 26622.819853842346)","(28532.771206718433, 26572.24850340528)"
1826,"(28532.771206718433, 26572.24850340528)","(28744.42348761228, 26513.23852588996)"
1827,"(28744.42348761228, 26513.23852588996)","(28980.150609407952, 26447.50603087395)"
1828,"(28980.150609407952, 26447.50603087395)","(28978.51185041663, 26397.3583314617)"
1829,"(28978.51185041663, 26397.3583314617)","(29052.278043841186, 26382.215151682118)"
1830,"(29052.278043841186, 26382.215151682118)","(29049.597918190702, 26353.391397021507)"
1831,"(27980.252853129845, 27136.69117751575)","(27967.47405536179, 27193.901497007144)"
1832,"(27967.47405536179, 27193.901497007144)","(28137.654625423776, 27245.303740984906)"
1833,"(28137.654625423776, 27245.303740984906)","(28267.472032249876, 25948.025306597265)"
1834,"(28267.472032249876, 25948.025306597265)","(27535.329633627756, 25699.90667738879)"
1835,"(27535.329633627756, 25699.90667738879)","(27445.606966965468, 25599.113021672034)"
1836,"(27445.606966965468, 25599.113021672034)","(27503.156641973983, 25571.03979020132)"
1837,"(27503.156641973983, 25571.03979020132)","(27686.234449859243, 25454.877247918368)"
1838,"(27980.252853129845, 27136.69117751575)","(27967.47405536179, 27193.901497007144)"
1839,"(27967.47405536179, 27193.901497007144)","(28137.654625423776, 27245.303740984906)"
1840,"(28137.654625423776, 27245.303740984906)","(28267.472032249876, 25948.025306597265)"
1841,"(28267.472032249876, 25948.025306597265)","(27535.329633627756, 25699.90667738879)"
1842,"(27535.329633627756, 25699.90667738879)","(27445.606966965468, 25599.113021672034)"
1843,"(27445.606966965468, 25599.113021672034)","(27503.156641973983, 25571.03979020132)"
1844,"(27503.156641973983, 25571.03979020132)","(27612.93649026417, 25478.234567791253)"
1845,"(27366.605285502665, 27322.26794228857)","(27599.66465850103, 27427.457242910255)"
1846,"(27599.66465850103, 27427.457242910255)","(27168.26110158478, 28176.922254574107)"
1847,"(27168.26110158478, 28176.922254574107)","(27016.52385628593, 28127.494434053282)"
1848,"(27016.52385628593, 28127.494434053282)","(27008.695341219005, 28200.629883443617)"
1849,"(27008.695341219005, 28200.629883443617)","(26949.616874769577, 28298.976830014057)"
1850,"(26949.616874769577, 28298.976830014057)","(26908.966011955956, 28271.562355282513)"
1851,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
1852,"(27366.605285502665, 27322.26794228857)","(27149.674575420562, 27210.66923898281)"
1853,"(27149.674575420562, 27210.66923898281)","(27207.360934543278, 27015.508266774967)"
1854,"(27207.360934543278, 27015.508266774967)","(27200.017491977196, 26991.018734502693)"
1855,"(27200.017491977196, 26991.018734502693)","(26751.826855331703, 26780.214519835805)"
1856,"(26751.826855331703, 26780.214519835805)","(26684.64775033934, 26733.154486883286)"
1857,"(26684.64775033934, 26733.154486883286)","(26527.70380370879, 26475.591055885045)"
1858,"(26527.70380370879, 26475.591055885045)","(26670.33722140333, 25840.689069027692)"
1859,"(26670.33722140333, 25840.689069027692)","(25798.421634877217, 25214.546767822554)"
1860,"(25798.421634877217, 25214.546767822554)","(25800.659878745602, 25170.48889317378)"
1861,"(25800.659878745602, 25170.48889317378)","(25747.05649915988, 25009.2763688298)"
1862,"(25747.05649915988, 25009.2763688298)","(25591.34026067445, 24886.248065074935)"
1863,"(25591.34026067445, 24886.248065074935)","(25684.788165349062, 24849.87055091848)"
1864,"(25684.788165349062, 24849.87055091848)","(25700.04393974974, 24748.971104504628)"
1865,"(25700.04393974974, 24748.971104504628)","(25679.914443538088, 24730.949964614323)"
1866,"(27318.572573134035, 28514.699939166167)","(27321.048467419023, 28493.768982375535)"
1867,"(27321.048467419023, 28493.768982375535)","(27310.62979733899, 28397.354943901562)"
1868,"(27310.62979733899, 28397.354943901562)","(27411.48508175055, 28256.706943445985)"
1869,"(27411.48508175055, 28256.706943445985)","(27186.749960173503, 28146.74051581204)"
1870,"(27186.749960173503, 28146.74051581204)","(27745.80939369928, 27053.100478235952)"
1871,"(27745.80939369928, 27053.100478235952)","(27326.656018822512, 27014.179254893534)"
1872,"(27326.656018822512, 27014.179254893534)","(27349.800833460584, 26949.531147415837)"
1873,"(27349.800833460584, 26949.531147415837)","(27235.779894303327, 26899.098730066296)"
1874,"(27235.779894303327, 26899.098730066296)","(27250.557228624544, 26873.25211985942)"
1875,"(27250.557228624544, 26873.25211985942)","(27184.65772042742, 26844.986374395172)"
1876,"(27184.65772042742, 26844.986374395172)","(26942.15503591996, 26549.88973346571)"
1877,"(26942.15503591996, 26549.88973346571)","(27078.285738524864, 26426.725764825736)"
1878,"(27078.285738524864, 26426.725764825736)","(27132.95743961369, 26360.715628933598)"
1879,"(27132.95743961369, 26360.715628933598)","(27116.953798302013, 26347.469612208224)"
1880,"(28620.350097187154, 26768.23009543147)","(27745.80939369928, 27053.100478235952)"
1881,"(27745.80939369928, 27053.100478235952)","(27168.26110158478, 28176.922254574107)"
1882,"(27168.26110158478, 28176.922254574107)","(27016.52385628593, 28127.494434053282)"
1883,"(27016.52385628593, 28127.494434053282)","(27008.695341219005, 28200.629883443617)"
1884,"(27008.695341219005, 28200.629883443617)","(26949.616874769577, 28298.976830014057)"
1885,"(26949.616874769577, 28298.976830014057)","(26908.966011955956, 28271.562355282513)"
1886,"(26908.966011955956, 28271.562355282513)","(26855.456748673518, 28339.396177846676)"
1887,"(28620.350097187154, 26768.23009543147)","(28651.727910154295, 26761.63159109754)"
1888,"(28651.727910154295, 26761.63159109754)","(28642.340883475146, 26984.394003578782)"
1889,"(28642.340883475146, 26984.394003578782)","(28732.095156679075, 27031.099393793935)"
1890,"(28732.095156679075, 27031.099393793935)","(29460.25523399323, 26970.48359902532)"
1891,"(28620.350097187154, 26768.23009543147)","(28403.39589778139, 26858.866606438853)"
1892,"(28403.39589778139, 26858.866606438853)","(28370.475409191364, 26608.95823364469)"
1893,"(28370.475409191364, 26608.95823364469)","(28244.3013375031, 26622.819853842346)"
1894,"(28244.3013375031, 26622.819853842346)","(28267.472032249876, 25948.025306597265)"
1895,"(28267.472032249876, 25948.025306597265)","(27535.329633627756, 25699.90667738879)"
1896,"(27535.329633627756, 25699.90667738879)","(27445.606966965468, 25599.113021672034)"
1897,"(27445.606966965468, 25599.113021672034)","(27503.156641973983, 25571.03979020132)"
1898,"(27503.156641973983, 25571.03979020132)","(27686.234449859243, 25454.877247918368)"
1899,"(28620.350097187154, 26768.23009543147)","(27745.80939369928, 27053.100478235952)"
1900,"(27745.80939369928, 27053.100478235952)","(27232.17524318237, 28051.685021333717)"
1901,"(27232.17524318237, 28051.685021333717)","(27087.65086970599, 28005.435197689134)"
1902,"(27087.65086970599, 28005.435197689134)","(26981.38428018395, 27967.028722701565)"
1903,"(26981.38428018395, 27967.028722701565)","(26579.631128297202, 27753.031234996015)"
1904,"(26579.631128297202, 27753.031234996015)","(26510.302919004433, 27702.500510842277)"
1905,"(26510.302919004433, 27702.500510842277)","(26421.277218837786, 27823.24158779779)"
1906,"(26421.277218837786, 27823.24158779779)","(26330.098460637586, 27949.873440191528)"
1907,"(26330.098460637586, 27949.873440191528)","(26392.575781064705, 27988.00404216771)"
1908,"(28620.350097187154, 26768.23009543147)","(28403.39589778139, 26858.866606438853)"
1909,"(28403.39589778139, 26858.866606438853)","(28370.475409191364, 26608.95823364469)"
1910,"(28370.475409191364, 26608.95823364469)","(28244.3013375031, 26622.819853842346)"
1911,"(28244.3013375031, 26622.819853842346)","(28267.472032249876, 25948.025306597265)"
1912,"(28267.472032249876, 25948.025306597265)","(27535.329633627756, 25699.90667738879)"
1913,"(27535.329633627756, 25699.90667738879)","(27445.606966965468, 25599.113021672034)"
1914,"(27445.606966965468, 25599.113021672034)","(27503.156641973983, 25571.03979020132)"
1915,"(27503.156641973983, 25571.03979020132)","(27612.93649026417, 25478.234567791253)"
1916,"(29311.300480820966, 27942.023124732572)","(29284.55535340379, 27908.67414114377)"
1917,"(29284.55535340379, 27908.67414114377)","(27875.747700373846, 27489.186073568737)"
1918,"(27875.747700373846, 27489.186073568737)","(27902.99069393752, 27452.386810361553)"
1919,"(29311.300480820966, 27942.023124732572)","(29284.55535340379, 27908.67414114377)"
1920,"(29284.55535340379, 27908.67414114377)","(29623.56876609038, 28008.735342063155)"
1921,"(29623.56876609038, 28008.735342063155)","(30223.14294357589, 27468.48046115096)"
1922,"(29311.300480820966, 27942.023124732572)","(29284.55535340379, 27908.67414114377)"
1923,"(29284.55535340379, 27908.67414114377)","(28374.219944473327, 27559.243458144396)"
1924,"(28374.219944473327, 27559.243458144396)","(28224.79316551611, 28028.331714738015)"
1925,"(29311.300480820966, 27942.023124732572)","(29284.55535340379, 27908.67414114377)"
1926,"(29284.55535340379, 27908.67414114377)","(28616.18049504733, 27652.421960399224)"
1927,"(28616.18049504733, 27652.421960399224)","(28555.54372081923, 27824.52725153623)"
1928,"(29311.300480820966, 27942.023124732572)","(29284.55535340379, 27908.67414114377)"
1929,"(29284.55535340379, 27908.67414114377)","(28816.06031320535, 27757.775053802907)"
1930,"(28816.06031320535, 27757.775053802907)","(28759.82920242063, 27954.34963516894)"
1931,"(29311.300480820966, 27942.023124732572)","(29284.55535340379, 27908.67414114377)"
1932,"(29284.55535340379, 27908.67414114377)","(29623.56876609038, 28008.735342063155)"
1933,"(29623.56876609038, 28008.735342063155)","(29656.543127998622, 27981.79116215362)"
1934,"(29656.543127998622, 27981.79116215362)","(30036.26431831764, 28010.510433445248)"
1935,"(30036.26431831764, 28010.510433445248)","(30095.4549409264, 27730.70186622758)"
1936,"(30095.4549409264, 27730.70186622758)","(30268.752791312843, 27739.90137261289)"
1937,"(29311.300480820966, 27942.023124732572)","(29284.55535340379, 27908.67414114377)"
1938,"(29284.55535340379, 27908.67414114377)","(28522.682883843867, 27609.60616883947)"
1939,"(29311.300480820966, 27942.023124732572)","(29284.55535340379, 27908.67414114377)"
1940,"(29284.55535340379, 27908.67414114377)","(29623.56876609038, 28008.735342063155)"
1941,"(29623.56876609038, 28008.735342063155)","(29656.543127998622, 27981.79116215362)"
1942,"(29656.543127998622, 27981.79116215362)","(30036.26431831764, 28010.510433445248)"
1943,"(30036.26431831764, 28010.510433445248)","(30086.216216954752, 29164.10856515754)"
1944,"(30086.216216954752, 29164.10856515754)","(30056.01338802834, 29172.687832169904)"
1945,"(30056.01338802834, 29172.687832169904)","(31081.21593590561, 29087.315105726448)"
1946,"(29311.300480820966, 27942.023124732572)","(29336.427600442694, 27954.63552605585)"
1947,"(29336.427600442694, 27954.63552605585)","(29357.605729485105, 27978.054235196934)"
1948,"(29357.605729485105, 27978.054235196934)","(29074.86929577691, 28218.704396741028)"
1949,"(29074.86929577691, 28218.704396741028)","(28938.34547643279, 28775.24104158845)"
1950,"(28938.34547643279, 28775.24104158845)","(28968.912533863797, 28797.166342371464)"
1951,"(26940.381863655333, 23440.198994533537)","(26796.280409596424, 23277.892747212987)"
1952,"(26796.280409596424, 23277.892747212987)","(26135.631675899655, 23019.670134517917)"
1953,"(26941.49929259508, 23442.69887159628)","(27144.613741307956, 24367.691177551314)"
1954,"(27144.613741307956, 24367.691177551314)","(26866.303962014063, 24425.2627522579)"
1955,"(26866.303962014063, 24425.2627522579)","(26808.502517057685, 24738.509927225736)"
1956,"(26808.502517057685, 24738.509927225736)","(26790.624305144927, 24738.263614478026)"
1957,"(26941.49929259508, 23442.69887159628)","(26951.35094070113, 23492.186961877713)"
1958,"(26951.35094070113, 23492.186961877713)","(27095.03944535076, 23441.526145186654)"
1959,"(27095.03944535076, 23441.526145186654)","(27042.427792536517, 23316.068957175332)"
1960,"(27042.427792536517, 23316.068957175332)","(26939.072776424568, 22979.70175559746)"
1961,"(26940.381863655333, 23440.198994533537)","(26796.280409596424, 23277.892747212987)"
1962,"(26796.280409596424, 23277.892747212987)","(25742.395063056116, 22707.104241334222)"
1963,"(26838.2046534088, 27614.94105748154)","(26843.44765907353, 27601.394503047486)"
1964,"(26843.44765907353, 27601.394503047486)","(26971.853843931443, 27650.362245927477)"
1965,"(26971.853843931443, 27650.362245927477)","(27003.232694942184, 27574.424967291037)"
1966,"(27003.232694942184, 27574.424967291037)","(27411.832769853892, 27739.30709511068)"
1967,"(27411.832769853892, 27739.30709511068)","(27393.635748656772, 27764.252523632633)"
1968,"(28555.54372081923, 27824.52725153623)","(28616.18049504733, 27652.421960399224)"
1969,"(28616.18049504733, 27652.421960399224)","(29284.55535340379, 27908.67414114377)"
1970,"(29284.55535340379, 27908.67414114377)","(29311.300480820966, 27942.023124732572)"
1971,"(28555.54372081923, 27824.52725153623)","(28763.080184904247, 27046.488183013716)"
1972,"(28763.080184904247, 27046.488183013716)","(28760.347110329574, 26936.88969886492)"
1973,"(28760.347110329574, 26936.88969886492)","(28756.61449283836, 26876.123418665113)"
